,Year, County Code, Crop Name, Production, Unit,Price P/I ($), Price P/U,Total Value($)
1639,2017,991,PECANS ,1601.0,Tons ,2.93,4690.19,7509000.0
1641,2017,19,PEPPERS BELL ,11800.0,Tons ,0.06,738.98,8720000.0
1642,2017,29,PEPPERS BELL ,40300.0,Tons ,0.02,868.29,34992000.0
1643,2017,53,PEPPERS BELL ,9370.0,Tons ,0.04,392.0,3673000.0
1644,2017,65,PEPPERS BELL ,91200.0,Tons ,0.01,883.33,80560000.0
1645,2017,69,PEPPERS BELL ,54100.0,Tons ,0.01,609.48,32973000.0
1646,2017,71,PEPPERS BELL ,142.0,Tons ,6.7,950.7,135000.0
1647,2017,73,PEPPERS BELL ,2700.0,Tons ,0.45,1215.93,3283000.0
1648,2017,77,PEPPERS BELL ,17500.0,Tons ,0.02,411.6,7203000.0
1649,2017,83,PEPPERS BELL ,5160.0,Tons ,0.14,738.76,3812000.0
1650,2017,85,PEPPERS BELL ,34600.0,Tons ,0.01,383.5,13269000.0
1651,2017,111,PEPPERS BELL ,131000.0,Tons ,0.0,349.69,45809000.0
1652,2017,991,PEPPERS BELL ,3521.0,Tons ,0.26,900.68,3171300.0
1654,2017,19,PEPPERS CHILI HOT ,7820.0,Tons ,0.07,508.95,3980000.0
1655,2017,85,PEPPERS CHILI HOT ,14500.0,Tons ,0.04,516.41,7488000.0
1656,2017,991,PEPPERS CHILI HOT ,13823.0,Tons ,0.05,640.06,8847547.0
1658,2017,19,PERSIMMONS ,6870.0,Tons ,0.12,835.08,5737000.0
1659,2017,71,PERSIMMONS ,41.0,Tons ,46.4,1902.44,78000.0
1660,2017,73,PERSIMMONS ,686.0,Tons ,3.48,2386.3,1637000.0
1661,2017,101,PERSIMMONS ,1400.0,Tons ,0.55,764.29,1070000.0
1662,2017,107,PERSIMMONS ,5010.0,Tons ,0.15,739.92,3707000.0
1663,2017,991,PERSIMMONS ,578.0,Tons ,5.35,3092.19,1787285.0
1669,2017,7,PISTACHIOS ,490.0,Tons ,9.11,4465.31,2188000.0
1670,2017,19,PISTACHIOS ,121000.0,Tons ,0.04,4273.0,517033000.0
1671,2017,21,PISTACHIOS ,2510.0,Tons ,1.28,3209.96,8057000.0
1672,2017,29,PISTACHIOS ,143000.0,Tons ,0.03,3884.78,555524000.0
1673,2017,31,PISTACHIOS ,28700.0,Tons ,0.14,4046.34,116130000.0
1674,2017,39,PISTACHIOS ,44200.0,Tons ,0.1,4395.02,194260000.0
1675,2017,47,PISTACHIOS ,4040.0,Tons ,1.14,4596.04,18568000.0
1676,2017,103,PISTACHIOS ,804.0,Tons ,3.31,2657.96,2137000.0
1677,2017,107,PISTACHIOS ,90700.0,Tons ,0.04,3780.0,342846000.0
1678,2017,991,PISTACHIOS ,195.0,Tons ,18.29,3566.92,695550.0
1680,2017,19,PLUMCOTS ,11000.0,Tons ,0.17,1836.0,20196000.0
1681,2017,991,PLUMCOTS ,43.0,Tons ,676.69,29097.67,1251200.0
1683,2017,13,PLUMS ,207.0,Tons ,11.23,2323.67,481000.0
1684,2017,17,PLUMS ,98.0,Tons ,45.92,4500.0,441000.0
1685,2017,19,PLUMS ,73700.0,Tons ,0.02,1368.01,100822000.0
1686,2017,31,PLUMS ,17900.0,Tons ,0.09,1522.96,27261000.0
1688,2017,107,PLUMS ,52200.0,Tons ,0.04,2340.0,122148000.0
1689,2017,991,PLUMS ,1133.0,Tons ,1.5,1700.62,1926800.0
1691,2017,7,PLUMS DRIED ,16500.0,Tons ,0.13,2133.76,35207000.0
1692,2017,11,PLUMS DRIED ,1560.0,Tons ,1.48,2306.41,3598000.0
1693,2017,19,PLUMS DRIED ,2140.0,Tons ,1.03,2200.0,4708000.0
1694,2017,21,PLUMS DRIED ,9830.0,Tons ,0.21,2057.38,20224000.0
1695,2017,39,PLUMS DRIED ,2870.0,Tons ,0.72,2067.6,5934000.0
1696,2017,47,PLUMS DRIED ,4910.0,Tons ,0.42,2050.92,10070000.0
1697,2017,61,PLUMS DRIED ,12.0,Tons ,201.39,2416.67,29000.0
1698,2017,95,PLUMS DRIED ,2270.0,Tons ,0.85,1937.89,4399000.0
1699,2017,101,PLUMS DRIED ,27500.0,Tons ,0.07,1904.44,52372000.0
1700,2017,103,PLUMS DRIED ,14900.0,Tons ,0.13,1994.09,29712000.0
1701,2017,107,PLUMS DRIED ,7450.0,Tons ,0.28,2120.0,15794000.0
1702,2017,113,PLUMS DRIED ,3370.0,Tons ,0.59,1980.12,6673000.0
1703,2017,115,PLUMS DRIED ,18200.0,Tons ,0.1,1846.7,33610000.0
1704,2017,991,PLUMS DRIED ,290.0,Tons ,9.86,2858.62,829000.0
1706,2017,19,POMEGRANATES ,37400.0,Tons ,0.01,444.01,16606000.0
1707,2017,65,POMEGRANATES ,700.0,Tons ,1.57,1100.0,770000.0
1708,2017,71,POMEGRANATES ,36.0,Tons ,158.95,5722.22,206000.0
1709,2017,107,POMEGRANATES ,7690.0,Tons ,0.18,1400.0,10766000.0
1710,2017,991,POMEGRANATES ,115341.0,Tons ,0.0,529.42,61063982.0
1712,2017,25,POTATOES ALL ,39000.0,Tons ,0.01,360.1,14044000.0
1713,2017,29,POTATOES ALL ,348000.0,Tons ,0.0,324.29,112853000.0
1714,2017,65,POTATOES ALL ,27200.0,Tons ,0.01,246.99,6718000.0
1715,2017,77,POTATOES ALL ,92300.0,Tons ,0.01,683.52,63089000.0
1716,2017,93,POTATOES ALL ,58800.0,Tons ,0.0,166.75,9805000.0
1717,2017,991,POTATOES ALL ,133.0,Tons ,406.08,54009.02,7183200.0
1719,2017,93,POTATOES SEED ,1220.0,Tons ,0.23,279.51,341000.0
1721,2017,47,POTATOES SWEET ,237000.0,Tons ,0.0,843.95,200016000.0
1722,2017,99,POTATOES SWEET ,34000.0,Tons ,0.02,659.41,22420000.0
1723,2017,991,POTATOES SWEET ,14130.0,Tons ,0.03,433.38,6123600.0
1736,2017,71,PUMPKINS ,520.0,Tons ,0.74,386.54,201000.0
1737,2017,77,PUMPKINS ,47400.0,Tons ,0.01,357.83,16961000.0
1738,2017,81,PUMPKINS ,1130.0,Tons ,1.03,1166.37,1318000.0
1739,2017,99,PUMPKINS ,6400.0,Tons ,0.08,529.06,3386000.0
1740,2017,111,PUMPKINS ,3610.0,Tons ,0.1,372.58,1345000.0
1741,2017,991,PUMPKINS ,1973.0,Tons ,0.24,483.11,953170.0
1743,2017,107,QUINCE ,680.0,Tons ,2.6,1770.59,1204000.0
1746,2017,53,RADISHES ,2180.0,Tons ,0.51,1110.09,2420000.0
1747,2017,65,RADISHES ,650.0,Tons ,1.77,1150.77,748000.0
1748,2017,71,RADISHES ,259.0,Tons ,4.52,1169.88,303000.0
1749,2017,111,RADISHES ,14500.0,Tons ,0.05,715.72,10378000.0
1750,2017,991,RADISHES ,3463.0,Tons ,0.11,384.31,1330870.0
1752,2017,7,RICE MILLING ,411000.0,Tons ,0.0,354.13,145549000.0
1753,2017,11,RICE MILLING ,621000.0,Tons ,0.0,369.31,229339000.0
1754,2017,21,RICE MILLING ,386000.0,Tons ,0.0,325.15,125507000.0
1755,2017,61,RICE MILLING ,25600.0,Tons ,0.01,324.8,8315000.0
1756,2017,67,RICE MILLING ,32900.0,Tons ,0.01,293.86,9668000.0
1757,2017,77,RICE MILLING ,14100.0,Tons ,0.02,349.36,4926000.0
1758,2017,101,RICE MILLING ,391000.0,Tons ,0.0,377.37,147551000.0
1759,2017,113,RICE MILLING ,105000.0,Tons ,0.0,377.0,39585000.0
1760,2017,115,RICE MILLING ,143000.0,Tons ,0.0,259.31,37082000.0
1761,2017,991,RICE MILLING ,8225.0,Tons ,0.07,560.97,4614000.0
1763,2017,7,RICE SEED ,23000.0,Tons ,0.02,480.61,11054000.0
1764,2017,11,RICE SEED ,46200.0,Tons ,0.01,399.59,18461000.0
1765,2017,21,RICE SEED ,8780.0,Tons ,0.04,359.79,3159000.0
1766,2017,101,RICE SEED ,11600.0,Tons ,0.03,358.53,4159000.0
1768,2017,35,RICE WILD ,1640.0,Tons ,1.05,1715.24,2813000.0
1769,2017,89,RICE WILD ,4430.0,Tons ,0.31,1378.56,6107000.0
1770,2017,991,RICE WILD ,2222.0,Tons ,1.13,2500.9,5557000.0
1772,2017,991,RUTABAGAS ,2020.0,Tons ,0.1,196.53,397000.0
1774,2017,93,RYE GRAIN ,360.0,Tons ,0.65,235.0,84600.0
1775,2017,991,RYE GRAIN ,1630.0,Tons ,0.1,169.33,276000.0
1777,2017,93,RYE SEED ,128.0,Tons ,2.14,274.22,35100.0
1782,2017,7,SAFFLOWER ,92.0,Tons ,3.26,300.0,27600.0
1783,2017,11,SAFFLOWER ,2710.0,Tons ,0.15,400.0,1084000.0
1784,2017,67,SAFFLOWER ,2880.0,Tons ,0.12,359.38,1035000.0
1785,2017,77,SAFFLOWER ,7580.0,Tons ,0.05,368.21,2791000.0
1786,2017,95,SAFFLOWER ,4260.0,Tons ,0.08,352.35,1501000.0
1787,2017,101,SAFFLOWER ,4300.0,Tons ,0.07,310.23,1334000.0
1788,2017,113,SAFFLOWER ,6700.0,Tons ,0.05,348.96,2338000.0
1789,2017,991,SAFFLOWER ,4955.0,Tons ,0.08,405.45,2009000.0
1791,2017,101,SAFFLOWER SEED PLANTING ,662.0,Tons ,2.2,1459.21,966000.0
1793,2017,25,SALAD GREENS MISC. ,15200.0,Tons ,0.07,1118.68,17004000.0
1794,2017,53,SALAD GREENS MISC. ,47600.0,Tons ,0.02,935.0,44506000.0
1795,2017,85,SALAD GREENS MISC. ,4560.0,Tons ,0.2,918.64,4189000.0
1796,2017,991,SALAD GREENS MISC. ,14679.0,Tons ,0.29,4318.52,63391600.0
1798,2017,19,SEED ALFALFA ,1800.0,Tons ,3.64,6552.78,11795000.0
1799,2017,25,SEED ALFALFA ,12700.0,Tons ,0.47,5939.61,75433000.0
1800,2017,991,SEED ALFALFA ,801.0,Tons ,7.74,6203.5,4969000.0
1802,2017,25,SEED BERMUDA GRASS ,2600.0,Tons ,3.84,9973.08,25930000.0
1812,2017,67,SEED SUDAN GRASS ,1050.0,Tons ,0.76,802.86,843000.0
1872,2017,19,SILAGE ,392000.0,Tons ,0.0,38.0,14896000.0
1873,2017,21,SILAGE ,77900.0,Tons ,0.0,38.99,3037000.0
1874,2017,29,SILAGE ,1519000.0,Tons ,0.0,46.42,70505000.0
1875,2017,31,SILAGE ,846000.0,Tons ,0.0,30.35,25674000.0
1876,2017,39,SILAGE ,324000.0,Tons ,0.0,30.56,9903000.0
1877,2017,41,SILAGE ,8750.0,Tons ,0.01,57.03,499000.0
1878,2017,47,SILAGE ,1217000.0,Tons ,0.0,28.87,35129000.0
1879,2017,67,SILAGE ,65200.0,Tons ,0.0,21.4,1395000.0
1880,2017,71,SILAGE ,11400.0,Tons ,0.0,50.18,572000.0
1881,2017,77,SILAGE ,1534000.0,Tons ,0.0,33.51,51406000.0
1882,2017,97,SILAGE ,60900.0,Tons ,0.0,49.18,2995000.0
1884,2017,107,SILAGE ,4232000.0,Tons ,0.0,28.96,122567000.0
1885,2017,991,SILAGE ,28441.0,Tons ,0.0,94.63,2691500.0
1887,2017,67,SORGHUM GRAIN ,5430.0,Tons ,0.03,159.85,868000.0
1888,2017,991,SORGHUM GRAIN ,63713.0,Tons ,0.0,121.11,7716000.0
1890,2017,31,SORGHUM SILAGE ,256000.0,Tons ,0.0,31.32,8018000.0
1891,2017,65,SORGHUM SILAGE ,2100.0,Tons ,0.03,55.24,116000.0
1892,2017,71,SORGHUM SILAGE ,19000.0,Tons ,0.0,65.0,1235000.0
1893,2017,991,SORGHUM SILAGE ,75200.0,Tons ,0.0,28.98,2179000.0
1895,2017,991,SOYBEANS ,214.0,Tons ,28.04,6000.0,1284000.0
1898,2017,65,SPICES AND HERBS ,9890.0,Tons ,0.05,509.3,5037000.0
1899,2017,73,SPICES AND HERBS ,1350.0,Tons ,4.12,5566.67,7515000.0
1901,2017,991,SPICES AND HERBS ,2504.0,Tons ,5.61,14053.7,35190460.0
1903,2017,53,SPINACH FOOD SERVICE ,112000.0,Tons ,0.01,1000.0,112000000.0
1905,2017,53,SPINACH FRESH MARKET ,15200.0,Tons ,0.1,1520.0,23104000.0
1906,2017,991,SPINACH FRESH MARKET ,672.0,Tons ,2.31,1555.06,1045000.0
1908,2017,991,SPINACH PROCESSING ,1050.0,Tons ,0.18,193.33,203000.0
1910,2017,25,SPINACH UNSPECIFIED ,53700.0,Tons ,0.03,1572.63,84450000.0
1911,2017,65,SPINACH UNSPECIFIED ,8500.0,Tons ,0.13,1066.0,9061000.0
1912,2017,69,SPINACH UNSPECIFIED ,14900.0,Tons ,0.11,1699.73,25326000.0
1913,2017,83,SPINACH UNSPECIFIED ,11900.0,Tons ,0.09,1042.69,12408000.0
1914,2017,85,SPINACH UNSPECIFIED ,9520.0,Tons ,0.16,1535.29,14616000.0
1915,2017,111,SPINACH UNSPECIFIED ,11900.0,Tons ,0.1,1156.39,13761000.0
1916,2017,991,SPINACH UNSPECIFIED ,12327.0,Tons ,0.03,430.69,5309100.0
1918,2017,991,SPROUTS ALFALFA & BEAN ,10.0,Tons ,131170.0,1311700.0,13117000.0
1920,2017,19,SQUASH ,8970.0,Tons ,0.11,985.06,8836000.0
1921,2017,53,SQUASH ,1590.0,Tons ,0.3,484.91,771000.0
1922,2017,65,SQUASH ,3360.0,Tons ,0.3,1013.99,3407000.0
1923,2017,67,SQUASH ,8160.0,Tons ,0.02,141.05,1151000.0
1924,2017,71,SQUASH ,532.0,Tons ,2.01,1067.67,568000.0
1925,2017,73,SQUASH ,3580.0,Tons ,0.38,1373.46,4917000.0
1926,2017,77,SQUASH ,16300.0,Tons ,0.04,679.69,11079000.0
1927,2017,79,SQUASH ,1440.0,Tons ,0.52,744.44,1072000.0
1928,2017,83,SQUASH ,5000.0,Tons ,0.1,489.0,2445000.0
1929,2017,85,SQUASH ,1040.0,Tons ,0.54,556.73,579000.0
1930,2017,991,SQUASH ,2819.0,Tons ,0.25,706.92,1992800.0
1936,2017,991,STRAW ,7880.0,Tons ,0.01,54.62,430400.0
1938,2017,25,SUGAR BEETS ,1124000.0,Tons ,0.0,47.69,53599000.0
1940,2017,11,SUNFLOWER SEED PLANTING ,3540.0,Tons ,1.07,3797.74,13444000.0
1941,2017,21,SUNFLOWER SEED PLANTING ,1780.0,Tons ,1.47,2622.47,4668000.0
1942,2017,95,SUNFLOWER SEED PLANTING ,5290.0,Tons ,0.62,3257.66,17233000.0
1943,2017,101,SUNFLOWER SEED PLANTING ,4480.0,Tons ,0.55,2477.46,11099000.0
1947,2017,53,SWISS CHARD ,10400.0,Tons ,0.15,1560.0,16224000.0
1948,2017,991,SWISS CHARD ,23624.0,Tons ,0.03,664.89,15707400.0
1950,2017,25,TANGELOS ,2680.0,Tons ,0.19,498.13,1335000.0
1951,2017,65,TANGELOS ,6410.0,Tons ,0.15,935.57,5997000.0
1952,2017,71,TANGELOS ,55.0,Tons ,17.19,945.45,52000.0
1954,2017,19,TANGERINES & MANDARINS ,267000.0,Tons ,0.01,1602.0,427734000.0
1955,2017,25,TANGERINES & MANDARINS ,3190.0,Tons ,0.29,938.24,2993000.0
1956,2017,29,TANGERINES & MANDARINS ,230000.0,Tons ,0.01,1714.4,394311000.0
1957,2017,61,TANGERINES & MANDARINS ,839.0,Tons ,2.97,2489.87,2089000.0
1958,2017,65,TANGERINES & MANDARINS ,12700.0,Tons ,0.12,1520.71,19313000.0
1959,2017,73,TANGERINES & MANDARINS ,13700.0,Tons ,0.08,1092.12,14962000.0
1960,2017,107,TANGERINES & MANDARINS ,266000.0,Tons ,0.01,1740.0,462840000.0
1961,2017,111,TANGERINES & MANDARINS ,8020.0,Tons ,0.23,1838.4,14744000.0
1962,2017,991,TANGERINES & MANDARINS ,2510.0,Tons ,0.04,100.52,252300.0
1966,2017,19,TOMATOES FRESH MARKET ,94500.0,Tons ,0.0,262.0,24759000.0
1967,2017,39,TOMATOES FRESH MARKET ,14200.0,Tons ,0.03,467.25,6635000.0
1968,2017,47,TOMATOES FRESH MARKET ,106000.0,Tons ,0.0,476.35,50493000.0
1969,2017,65,TOMATOES FRESH MARKET ,9000.0,Tons ,0.06,544.44,4900000.0
1970,2017,69,TOMATOES FRESH MARKET ,8690.0,Tons ,0.14,1225.32,10648000.0
1971,2017,73,TOMATOES FRESH MARKET ,17000.0,Tons ,0.18,3114.29,52943000.0
1972,2017,77,TOMATOES FRESH MARKET ,27600.0,Tons ,0.02,560.29,15464000.0
1973,2017,85,TOMATOES FRESH MARKET ,24500.0,Tons ,0.02,549.22,13456000.0
1974,2017,991,TOMATOES FRESH MARKET ,58249.0,Tons ,0.01,626.76,36508000.0
1976,2017,11,TOMATOES PROCESSING ,732000.0,Tons ,0.0,70.05,51274000.0
1977,2017,19,TOMATOES PROCESSING ,3794000.0,Tons ,0.0,67.0,254198000.0
1978,2017,21,TOMATOES PROCESSING ,79000.0,Tons ,0.0,73.3,5791000.0
1979,2017,29,TOMATOES PROCESSING ,441000.0,Tons ,0.0,70.57,31121000.0
1980,2017,31,TOMATOES PROCESSING ,1553000.0,Tons ,0.0,71.09,110398000.0
1981,2017,39,TOMATOES PROCESSING ,311000.0,Tons ,0.0,72.03,22400000.0
1982,2017,47,TOMATOES PROCESSING ,980000.0,Tons ,0.0,69.33,67942000.0
1983,2017,67,TOMATOES PROCESSING ,132000.0,Tons ,0.0,72.17,9527000.0
1984,2017,69,TOMATOES PROCESSING ,30200.0,Tons ,0.0,72.52,2190000.0
1985,2017,77,TOMATOES PROCESSING ,875000.0,Tons ,0.0,72.4,63347000.0
1986,2017,85,TOMATOES PROCESSING ,18000.0,Tons ,0.0,75.11,1352000.0
1987,2017,95,TOMATOES PROCESSING ,377000.0,Tons ,0.0,71.68,27022000.0
1988,2017,101,TOMATOES PROCESSING ,359000.0,Tons ,0.0,69.93,25106000.0
1989,2017,113,TOMATOES PROCESSING ,1240000.0,Tons ,0.0,70.0,86800000.0
1990,2017,991,TOMATOES PROCESSING ,120000.0,Tons ,0.0,134.46,16135000.0
1992,2017,13,TOMATOES UNSPECIFIED ,209000.0,Tons ,0.0,112.03,23415000.0
1993,2017,71,TOMATOES UNSPECIFIED ,411.0,Tons ,1.56,642.34,264000.0
1995,2017,111,TOMATOES UNSPECIFIED ,28100.0,Tons ,0.06,1690.64,47507000.0
1996,2017,991,TOMATOES UNSPECIFIED ,94.0,Tons ,37.12,3489.36,328000.0
1998,2017,95,TRITICALE ,5380.0,Tons ,0.03,147.77,795000.0
1999,2017,991,TRITICALE ,18061.0,Tons ,0.01,224.98,4063300.0
2008,2017,991,TURNIPS ALL ,11203.0,Tons ,0.03,337.86,3785000.0
2010,2017,65,VEGETABLES ORIENTAL ALL ,29600.0,Tons ,0.02,603.04,17850000.0
2011,2017,71,VEGETABLES ORIENTAL ALL ,4970.0,Tons ,0.09,446.28,2218000.0
2012,2017,85,VEGETABLES ORIENTAL ALL ,15900.0,Tons ,0.04,558.24,8876000.0
2013,2017,111,VEGETABLES ORIENTAL ALL ,16400.0,Tons ,0.08,1263.29,20718000.0
2014,2017,991,VEGETABLES ORIENTAL ALL ,2480.0,Tons ,1.98,4920.42,12202630.0
2061,2017,5,WALNUTS ENGLISH ,204.0,Tons ,10.64,2171.57,443000.0
2062,2017,7,WALNUTS ENGLISH ,120000.0,Tons ,0.02,2124.84,254981000.0
2063,2017,9,WALNUTS ENGLISH ,905.0,Tons ,2.52,2279.56,2063000.0
2064,2017,11,WALNUTS ENGLISH ,37600.0,Tons ,0.06,2227.47,83753000.0
2065,2017,13,WALNUTS ENGLISH ,915.0,Tons ,2.85,2609.84,2388000.0
2066,2017,17,WALNUTS ENGLISH ,198.0,Tons ,18.39,3641.41,721000.0
2067,2017,19,WALNUTS ENGLISH ,14600.0,Tons ,0.15,2203.01,32164000.0
2068,2017,21,WALNUTS ENGLISH ,76700.0,Tons ,0.03,2408.57,184737000.0
2069,2017,29,WALNUTS ENGLISH ,1160.0,Tons ,2.17,2520.69,2924000.0
2070,2017,31,WALNUTS ENGLISH ,28100.0,Tons ,0.08,2323.88,65301000.0
2071,2017,33,WALNUTS ENGLISH ,1470.0,Tons ,1.7,2500.0,3675000.0
2072,2017,39,WALNUTS ENGLISH ,2790.0,Tons ,0.9,2502.87,6983000.0
2073,2017,47,WALNUTS ENGLISH ,11800.0,Tons ,0.2,2340.0,27612000.0
2074,2017,61,WALNUTS ENGLISH ,2040.0,Tons ,1.16,2375.98,4847000.0
2075,2017,67,WALNUTS ENGLISH ,1230.0,Tons ,1.43,1764.23,2170000.0
2076,2017,69,WALNUTS ENGLISH ,979.0,Tons ,1.18,1158.32,1134000.0
2077,2017,77,WALNUTS ENGLISH ,125000.0,Tons ,0.02,2538.98,317372000.0
2078,2017,79,WALNUTS ENGLISH ,396.0,Tons ,8.06,3191.92,1264000.0
2079,2017,85,WALNUTS ENGLISH ,236.0,Tons ,13.72,3237.29,764000.0
2080,2017,89,WALNUTS ENGLISH ,1820.0,Tons ,1.43,2593.96,4721000.0
2081,2017,95,WALNUTS ENGLISH ,23600.0,Tons ,0.09,2006.69,47358000.0
2082,2017,99,WALNUTS ENGLISH ,68100.0,Tons ,0.04,2403.0,163644000.0
2083,2017,101,WALNUTS ENGLISH ,55300.0,Tons ,0.04,2358.3,130414000.0
2084,2017,103,WALNUTS ENGLISH ,49100.0,Tons ,0.05,2446.58,120127000.0
2085,2017,107,WALNUTS ENGLISH ,67400.0,Tons ,0.03,2120.0,142888000.0
2086,2017,113,WALNUTS ENGLISH ,20300.0,Tons ,0.11,2190.0,44457000.0
2087,2017,115,WALNUTS ENGLISH ,29100.0,Tons ,0.09,2544.3,74039000.0
2088,2017,991,WALNUTS ENGLISH ,63.0,Tons ,32.01,2016.51,127040.0
2090,2017,7,WHEAT ALL ,4700.0,Tons ,0.02,98.09,461000.0
2091,2017,11,WHEAT ALL ,20600.0,Tons ,0.01,172.77,3559000.0
2092,2017,13,WHEAT ALL ,3970.0,Tons ,0.04,152.39,605000.0
2093,2017,19,WHEAT ALL ,44300.0,Tons ,0.0,194.0,8594000.0
2094,2017,21,WHEAT ALL ,14500.0,Tons ,0.01,140.69,2040000.0
2095,2017,25,WHEAT ALL ,75300.0,Tons ,0.0,223.97,16865000.0
2096,2017,29,WHEAT ALL ,37400.0,Tons ,0.01,198.29,7416000.0
2097,2017,31,WHEAT ALL ,45700.0,Tons ,0.0,213.81,9771000.0
2098,2017,35,WHEAT ALL ,6240.0,Tons ,0.03,179.17,1118000.0
2099,2017,39,WHEAT ALL ,10200.0,Tons ,0.02,197.45,2014000.0
2100,2017,47,WHEAT ALL ,41100.0,Tons ,0.0,162.73,6688000.0
2101,2017,53,WHEAT ALL ,697.0,Tons ,0.19,129.99,90600.0
2102,2017,61,WHEAT ALL ,960.0,Tons ,0.18,169.79,163000.0
2103,2017,65,WHEAT ALL ,15400.0,Tons ,0.02,270.45,4165000.0
2104,2017,67,WHEAT ALL ,15300.0,Tons ,0.01,138.89,2125000.0
2105,2017,77,WHEAT ALL ,54500.0,Tons ,0.0,145.61,7936000.0
2106,2017,93,WHEAT ALL ,29700.0,Tons ,0.01,162.02,4812000.0
2107,2017,95,WHEAT ALL ,45700.0,Tons ,0.0,158.88,7261000.0
2108,2017,101,WHEAT ALL ,7030.0,Tons ,0.02,154.91,1089000.0
2109,2017,103,WHEAT ALL ,6520.0,Tons ,0.03,170.71,1113000.0
2110,2017,107,WHEAT ALL ,47600.0,Tons ,0.0,188.99,8996000.0
2111,2017,113,WHEAT ALL ,46000.0,Tons ,0.0,145.0,6670000.0
2112,2017,991,WHEAT ALL ,11574.0,Tons ,0.03,318.86,3690500.0
2114,2017,11,WHEAT SEED ,904.0,Tons ,0.22,200.22,181000.0
2115,2017,93,WHEAT SEED ,933.0,Tons ,0.29,273.31,255000.0
2116,2017,101,WHEAT SEED ,481.0,Tons ,0.33,160.08,77000.0
2117,2017,991,WHEAT SEED ,1.0,Tons ,1090000.0,1090000.0,1090000.0
14,2018,991,ALMOND HULLS ,19780.0,Tons ,0.0,91.81,1816000.0
16,2018,7,ALMONDS ALL ,32300.0,Tons ,0.15,4812.32,155438000.0
17,2018,9,ALMONDS ALL ,50.0,Tons ,87.2,4360.0,218000.0
18,2018,11,ALMONDS ALL ,72500.0,Tons ,0.06,4494.33,325839000.0
19,2018,19,ALMONDS ALL ,240000.0,Tons ,0.02,4626.0,1110240000.0
20,2018,21,ALMONDS ALL ,46700.0,Tons ,0.1,4819.83,225086000.0
21,2018,29,ALMONDS ALL ,256000.0,Tons ,0.02,4689.51,1200514000.0
22,2018,31,ALMONDS ALL ,31900.0,Tons ,0.15,4736.83,151105000.0
23,2018,39,ALMONDS ALL ,146000.0,Tons ,0.03,4839.6,706582000.0
24,2018,47,ALMONDS ALL ,91400.0,Tons ,0.05,4959.61,453308000.0
25,2018,61,ALMONDS ALL ,2.0,Tons ,2725.0,5450.0,10900.0
26,2018,67,ALMONDS ALL ,248.0,Tons ,18.32,4544.35,1127000.0
27,2018,77,ALMONDS ALL ,110000.0,Tons ,0.04,4876.33,536396000.0
28,2018,95,ALMONDS ALL ,6170.0,Tons ,0.77,4748.62,29299000.0
29,2018,99,ALMONDS ALL ,226000.0,Tons ,0.02,4700.0,1062200000.0
30,2018,101,ALMONDS ALL ,7300.0,Tons ,0.62,4541.78,33155000.0
31,2018,103,ALMONDS ALL ,9770.0,Tons ,0.46,4487.21,43840000.0
32,2018,107,ALMONDS ALL ,67300.0,Tons ,0.07,4470.0,300831000.0
33,2018,113,ALMONDS ALL ,26900.0,Tons ,0.16,4200.0,112980000.0
34,2018,115,ALMONDS ALL ,1530.0,Tons ,3.3,5054.25,7733000.0
35,2018,991,ALMONDS ALL ,1663.0,Tons ,4.51,7499.1,12471000.0
37,2018,53,ANISE (FENNEL) ,16100.0,Tons ,0.06,902.98,14538000.0
38,2018,991,ANISE (FENNEL) ,1147.0,Tons ,0.87,996.51,1143000.0
137,2018,29,APPLES ALL ,2460.0,Tons ,0.31,770.73,1896000.0
138,2018,45,APPLES ALL ,413.0,Tons ,2.05,845.04,349000.0
139,2018,61,APPLES ALL ,16.0,Tons ,230.47,3687.5,59000.0
140,2018,65,APPLES ALL ,70.0,Tons ,26.53,1857.14,130000.0
141,2018,69,APPLES ALL ,4490.0,Tons ,0.08,349.67,1570000.0
142,2018,71,APPLES ALL ,701.0,Tons ,2.68,1880.17,1318000.0
143,2018,73,APPLES ALL ,204.0,Tons ,10.36,2112.75,431000.0
144,2018,77,APPLES ALL ,33200.0,Tons ,0.02,504.76,16758000.0
145,2018,87,APPLES ALL ,65500.0,Tons ,0.01,361.91,23705000.0
146,2018,97,APPLES ALL ,9010.0,Tons ,0.05,406.99,3667000.0
147,2018,991,APPLES ALL ,8623.0,Tons ,0.05,460.74,3972990.0
149,2018,13,APRICOTS ALL ,193.0,Tons ,18.34,3538.86,683000.0
150,2018,19,APRICOTS ALL ,7540.0,Tons ,0.29,2220.03,16739000.0
151,2018,29,APRICOTS ALL ,293.0,Tons ,4.73,1385.67,406000.0
152,2018,31,APRICOTS ALL ,2530.0,Tons ,0.69,1750.59,4429000.0
153,2018,65,APRICOTS ALL ,40.0,Tons ,49.69,1987.5,79500.0
154,2018,69,APRICOTS ALL ,906.0,Tons ,1.71,1549.67,1404000.0
155,2018,77,APRICOTS ALL ,3730.0,Tons ,0.21,797.86,2976000.0
156,2018,85,APRICOTS ALL ,309.0,Tons ,4.3,1330.1,411000.0
157,2018,99,APRICOTS ALL ,21200.0,Tons ,0.04,824.01,17469000.0
158,2018,107,APRICOTS ALL ,2660.0,Tons ,0.84,2230.08,5932000.0
159,2018,991,APRICOTS ALL ,2387.0,Tons ,0.41,990.49,2364300.0
